수행시간,테스트번호,테스트케이스,행동,성공여부,시간차,진행시간,담당자,이메일,추가
2024-02-13 15:38,a01,다음메인화면 확인,메인화면이_접속이_되는가다음,PASS,0.0,4.57,개발1팀,kuick1@hanmail.net,
2024-02-13 15:38,a02,다음메인화면 확인,지도버튼이_있는가,PASS,0.61,5.18,개발1팀,kuick1@hanmail.net,
2024-02-13 15:38,a03,다음메인화면 확인,쇼핑버튼이_존재하는가,PASS,0.25,5.427,개발1팀,kuick1@hanmail.net,
2024-02-13 15:38,a04,다음메인화면 확인,로그인버튼이_눌러지는가,PASS,1.09,6.52,개발1팀,kuick1@hanmail.net,
2024-02-13 15:38,a05,네이버메인화면,네이버_메인화면이_접속이_되는가네이버,PASS,0.0,0.994,개발2팀,kuick1@naver.com,
2024-02-13 15:38,a06,네이버메인화면,지도버튼이_있는가,PASS,0.61,1.608,개발2팀,kuick1@naver.com,
2024-02-13 15:38,a07,네이버메인화면,쇼핑버튼이_존재하는가,PASS,0.18,1.789,개발2팀,kuick1@naver.com,
2024-02-13 15:38,a08,네이버메인화면,글씨_입력하기,PASS,0.2,1.987,개발2팀,kuick1@naver.com,
2024-02-13 15:38,a09,네이버메인화면,로그인버튼이_눌러지는가,PASS,1.42,3.404,개발2팀,kuick1@naver.com,
2024-02-13 15:38,a10,네이버메인화면,잠깐_쉬어라,PASS,2.03,5.429,개발2팀,kuick1@naver.com,
2024-02-13 15:38,a11,링크여는 화면,링크여는_화면,PASS,41.27,46.7,개발2팀,kuick1@naver.com,
2024-02-13 15:38,a12,링크여는 화면,로그인버튼이_눌러지는가,PASS,0.63,47.332,개발2팀,kuick1@naver.com,
2024-02-13 15:38,a13,링크여는 화면,잠깐_쉬어라,PASS,1.03,48.36,개발2팀,kuick1@naver.com,
2024-02-13 15:38,a14,링크여는 화면,다음창으로_이동해라,PASS,0.05,48.408,개발2팀,kuick1@naver.com,
2024-02-13 15:38,a15,링크여는 화면,창을_닫아라,PASS,0.06,48.465,개발2팀,kuick1@naver.com,
2024-02-13 15:39,a16,드롭박스 확인,링크여는_화면,PASS,0.0,3.046,개발3팀,kuick1@naver.com,
2024-02-13 15:39,a17,드롭박스 확인,아이프레임변경,PASS,0.26,3.303,개발3팀,kuick1@naver.com,
