수행시간,테스트번호,테스트케이스,행동,성공여부,시간차,진행시간,담당자,이메일,추가
2024-02-12 18:10,a01,다음메인화면 확인,메인화면이_접속이_되는가다음,PASS,0.0,1.678,개발1팀,kuick1@hanmail.net,
2024-02-12 18:10,a02,다음메인화면 확인,지도버튼이_있는가,PASS,0.33,2.01,개발1팀,kuick1@hanmail.net,
2024-02-12 18:10,a03,다음메인화면 확인,쇼핑버튼이_존재하는가,PASS,0.4,2.408,개발1팀,kuick1@hanmail.net,
2024-02-12 18:10,a04,다음메인화면 확인,로그인버튼이_눌러지는가,PASS,0.83,3.24,개발1팀,kuick1@hanmail.net,
2024-02-12 18:10,a05,네이버메인화면,네이버_메인화면이_접속이_되는가네이버,PASS,0.0,0.992,개발2팀,kuick1@naver.com,
2024-02-12 18:10,a06,네이버메인화면,지도버튼이_있는가,PASS,0.45,1.446,개발2팀,kuick1@naver.com,
2024-02-12 18:10,a07,네이버메인화면,쇼핑버튼이_존재하는가,PASS,0.4,1.844,개발2팀,kuick1@naver.com,
2024-02-12 18:10,a08,네이버메인화면,글씨_입력하기,PASS,0.41,2.254,개발2팀,kuick1@naver.com,
2024-02-12 18:10,a09,네이버메인화면,로그인버튼이_눌러지는가,PASS,1.04,3.29,개발2팀,kuick1@naver.com,
2024-02-12 18:10,a10,네이버메인화면,잠깐_쉬어라,PASS,2.03,5.319,개발2팀,kuick1@naver.com,
2024-02-12 18:11,a11,링크여는 화면,링크여는_화면,PASS,0.0,2.694,개발2팀,kuick1@naver.com,
2024-02-12 18:11,a12,링크여는 화면,로그인버튼이_눌러지는가,PASS,0.77,3.46,개발2팀,kuick1@naver.com,
2024-02-12 18:11,a13,링크여는 화면,잠깐_쉬어라,PASS,1.02,4.484,개발2팀,kuick1@naver.com,
2024-02-12 18:11,a14,링크여는 화면,다음창으로_이동해라,PASS,1.1,5.584,개발2팀,kuick1@naver.com,
2024-02-12 18:11,a15,링크여는 화면,창을_닫아라,PASS,0.72,6.3,개발2팀,kuick1@naver.com,
2024-02-12 18:11,a16,드롭박스 확인,링크여는_화면,PASS,0.0,3.121,개발3팀,kuick1@naver.com,
2024-02-12 18:11,a17,드롭박스 확인,아이프레임변경,PASS,0.52,3.64,개발3팀,kuick1@naver.com,
