수행시간,테스트번호,테스트케이스,행동,성공여부,시간차,진행시간,담당자,이메일,추가
2024-02-13 16:00,a01,다음메인화면 확인,메인화면이_접속이_되는가다음,PASS,0.0,2.26,개발1팀,kuick1@hanmail.net,
2024-02-13 16:00,a02,다음메인화면 확인,지도버튼이_있는가,PASS,0.39,2.648,개발1팀,kuick1@hanmail.net,
2024-02-13 16:00,a03,다음메인화면 확인,쇼핑버튼이_존재하는가,PASS,0.44,3.086,개발1팀,kuick1@hanmail.net,
2024-02-13 16:00,a04,다음메인화면 확인,로그인버튼이_눌러지는가,PASS,1.23,4.32,개발1팀,kuick1@hanmail.net,
2024-02-13 16:00,a05,네이버메인화면,네이버_메인화면이_접속이_되는가네이버,PASS,0.0,1.338,개발2팀,kuick1@naver.com,
2024-02-13 16:00,a06,네이버메인화면,지도버튼이_있는가,PASS,0.44,1.781,개발2팀,kuick1@naver.com,
2024-02-13 16:00,a07,네이버메인화면,쇼핑버튼이_존재하는가,PASS,0.4,2.186,개발2팀,kuick1@naver.com,
2024-02-13 16:00,a08,네이버메인화면,글씨_입력하기,PASS,0.46,2.651,개발2팀,kuick1@naver.com,
2024-02-13 16:00,a09,네이버메인화면,로그인버튼이_눌러지는가,PASS,1.43,4.083,개발2팀,kuick1@naver.com,
2024-02-13 16:00,a10,네이버메인화면,잠깐_쉬어라,PASS,2.02,6.105,개발2팀,kuick1@naver.com,
2024-02-13 16:00,a11,링크여는 화면,링크여는_화면,PASS,0.0,2.695,개발2팀,kuick1@naver.com,
2024-02-13 16:00,a12,링크여는 화면,글씨가_눌러지는가,PASS,0.71,3.404,개발2팀,kuick1@naver.com,
2024-02-13 16:00,a13,링크여는 화면,잠깐_쉬어라,PASS,1.03,4.434,개발2팀,kuick1@naver.com,
2024-02-13 16:00,a14,링크여는 화면,다음창으로_이동해라,PASS,1.37,5.803,개발2팀,kuick1@naver.com,
2024-02-13 16:00,a15,링크여는 화면,창을_닫아라,PASS,0.83,6.628,개발2팀,kuick1@naver.com,
2024-02-13 16:00,a16,드롭박스 확인,링크여는_화면,PASS,0.0,4.015,개발3팀,kuick1@naver.com,
2024-02-13 16:00,a17,드롭박스 확인,아이프레임변경,PASS,0.61,4.629,개발3팀,kuick1@naver.com,
