수행시간,테스트번호,테스트케이스,행동,성공여부,시간차,진행시간,담당자,이메일,추가
2024-02-12 18:05,a01,다음메인화면 확인,메인화면이_접속이_되는가다음,PASS,0.0,1.693,개발1팀,kuick1@hanmail.net,
2024-02-12 18:05,a02,다음메인화면 확인,지도버튼이_있는가,PASS,0.37,2.064,개발1팀,kuick1@hanmail.net,
2024-02-12 18:05,a03,다음메인화면 확인,쇼핑버튼이_존재하는가,PASS,0.32,2.382,개발1팀,kuick1@hanmail.net,
2024-02-12 18:05,a04,다음메인화면 확인,로그인버튼이_눌러지는가,PASS,1.21,3.591,개발1팀,kuick1@hanmail.net,
2024-02-12 18:05,a05,네이버메인화면,네이버_메인화면이_접속이_되는가네이버,PASS,0.0,1.519,개발2팀,kuick1@naver.com,
2024-02-12 18:05,a06,네이버메인화면,지도버튼이_있는가,PASS,0.43,1.948,개발2팀,kuick1@naver.com,
2024-02-12 18:05,a07,네이버메인화면,쇼핑버튼이_존재하는가,PASS,0.41,2.362,개발2팀,kuick1@naver.com,
2024-02-12 18:05,a08,네이버메인화면,글씨_입력하기,PASS,0.4,2.764,개발2팀,kuick1@naver.com,
2024-02-12 18:05,a09,네이버메인화면,로그인버튼이_눌러지는가,PASS,1.11,3.874,개발2팀,kuick1@naver.com,
2024-02-12 18:05,a10,네이버메인화면,잠깐_쉬어라,PASS,2.02,5.897,개발2팀,kuick1@naver.com,
2024-02-12 18:05,a11,링크여는 화면,링크여는_화면,PASS,0.0,2.36,개발2팀,kuick1@naver.com,
2024-02-12 18:05,a12,링크여는 화면,로그인버튼이_눌러지는가,PASS,0.52,2.875,개발2팀,kuick1@naver.com,
2024-02-12 18:05,a13,링크여는 화면,잠깐_쉬어라,PASS,1.03,3.905,개발2팀,kuick1@naver.com,
2024-02-12 18:05,a14,링크여는 화면,다음창으로_이동해라,PASS,1.15,5.054,개발2팀,kuick1@naver.com,
2024-02-12 18:05,a15,링크여는 화면,창을_닫아라,PASS,0.76,5.817,개발2팀,kuick1@naver.com,
2024-02-12 18:05,a16,드롭박스 확인,링크여는_화면,PASS,0.0,3.17,개발3팀,kuick1@naver.com,
2024-02-12 18:05,a17,드롭박스 확인,아이프레임변경,PASS,0.56,3.734,개발3팀,kuick1@naver.com,
